house_size_sqft,house_age_years,num_bathrooms,distance_to_center_miles,neighborhood_score,price_thousands
1521.0,28.1,3.5,2.1,7.9,348.5
2117.0,37.7,1.0,4.0,6.0,310.31
1528.0,4.4,2.0,1.3,8.5,347.64
2030.0,21.1,1.5,6.5,9.5,352.09
4147.0,9.3,1.0,16.5,7.6,434.81
2562.0,27.7,1.0,2.2,6.9,327.91
1587.0,19.6,1.5,1.1,4.6,267.46
2923.0,22.5,3.0,2.9,7.0,406.62
1536.0,16.0,1.5,4.1,4.2,240.8
800.0,2.9,3.5,8.5,6.9,311.73
1208.0,11.8,2.0,3.8,4.7,229.09
855.0,50.0,2.0,6.6,8.3,279.46
1571.0,41.6,2.0,3.3,4.9,257.84
1821.0,0.7,2.0,4.3,7.0,359.81
3535.0,2.7,2.5,2.5,7.5,492.37
2061.0,2.1,1.5,1.8,4.4,280.87
1656.0,19.4,2.0,8.7,6.5,313.42
2519.0,25.5,3.0,3.5,9.4,404.74
747.0,3.6,3.5,6.9,5.0,273.36
1987.0,10.6,3.0,2.4,6.0,352.09
2461.0,27.6,2.0,5.0,7.1,358.54
1001.0,19.8,2.5,0.5,6.6,279.26
2857.0,11.7,2.0,3.7,9.0,424.75
2070.0,13.4,2.0,2.7,8.1,358.31
1531.0,10.7,1.5,11.2,7.5,272.48
2329.0,5.3,2.0,1.5,4.2,295.39
4484.0,12.5,1.5,4.5,6.8,463.81
1944.0,17.5,2.0,6.4,8.1,349.41
1997.0,31.0,3.0,10.1,6.9,372.55
1505.0,15.2,1.5,9.2,5.8,242.11
1287.0,21.5,1.0,4.8,6.9,257.15
2520.0,2.6,1.0,5.3,7.1,355.77
1284.0,9.3,3.5,11.2,5.5,336.4
1861.0,0.1,2.0,4.7,8.0,391.17
1494.0,4.2,2.0,5.7,5.5,286.47
2190.0,19.4,3.0,11.4,6.7,358.04
2066.0,50.0,3.0,22.1,5.7,331.58
2738.0,1.6,2.0,6.1,8.5,439.1
1474.0,7.7,2.5,7.4,5.7,283.25
1623.0,24.1,2.5,9.0,5.3,259.23
1222.0,3.4,2.5,11.4,6.3,286.77
1514.0,12.1,1.5,10.3,5.8,279.39
2103.0,19.8,3.0,3.1,8.8,424.09
2447.0,14.4,2.0,6.4,5.9,316.33
1250.0,3.1,1.5,10.4,9.1,289.7
2560.0,6.6,2.0,13.0,6.6,376.62
3110.0,23.0,1.0,4.5,8.1,372.13
2133.0,12.1,1.0,6.3,5.9,300.47
3830.0,0.1,2.5,6.8,8.6,518.63
1327.0,21.5,1.0,5.2,7.5,282.95
1099.0,0.5,2.0,6.2,5.8,265.6
888.0,20.5,2.0,25.0,8.9,270.19
3289.0,3.4,1.0,4.3,6.1,384.64
2349.0,47.6,4.0,4.6,6.6,425.89
1768.0,6.9,1.5,1.0,7.7,302.2
2022.0,5.9,2.0,0.8,6.0,302.4
1153.0,2.4,2.0,7.2,4.2,239.96
4809.0,5.5,1.5,10.4,9.0,534.61
1904.0,31.4,1.0,9.1,5.8,243.08
1889.0,50.0,2.5,2.4,4.9,272.78
2417.0,6.9,3.5,8.7,7.7,447.56
2192.0,8.9,1.5,4.5,6.9,340.31
1977.0,19.2,2.5,3.7,6.8,337.19
1318.0,32.6,2.5,1.4,7.2,310.37
2183.0,13.5,3.0,2.7,8.5,395.75
3838.0,7.5,2.0,7.3,7.7,452.37
3097.0,8.0,2.0,6.4,4.5,372.25
3420.0,17.8,2.0,5.7,4.1,345.16
1474.0,0.0,2.5,0.5,8.4,388.62
1217.0,14.5,3.0,5.7,9.7,387.78
1719.0,6.6,1.5,3.1,7.7,300.58
1849.0,23.7,2.0,6.4,6.6,313.64
2801.0,1.5,3.5,11.6,7.3,494.73
919.0,13.3,3.0,3.5,7.0,286.81
3334.0,9.8,4.0,5.4,7.3,528.13
1697.0,15.4,2.5,17.8,7.7,310.35
1524.0,1.0,2.0,6.2,7.0,313.76
1206.0,13.0,2.0,4.9,6.3,267.71
933.0,12.4,2.5,2.5,8.2,304.16
2513.0,12.3,1.0,8.9,6.3,336.64
1862.0,13.9,2.0,2.1,6.7,344.17
1079.0,16.9,2.5,11.9,8.1,284.92
1077.0,24.5,1.5,8.0,8.3,272.98
1581.0,4.7,2.5,3.1,8.4,354.16
3525.0,26.1,2.0,2.5,7.8,446.93
1630.0,10.3,3.5,2.6,7.9,396.78
991.0,1.2,1.0,0.8,6.4,268.72
1639.0,0.9,1.5,7.1,5.2,293.71
1621.0,6.1,2.5,0.5,4.1,272.66
615.0,23.0,1.5,4.7,8.0,196.01
1769.0,18.4,2.5,4.4,7.4,336.41
1649.0,23.3,2.5,3.8,5.9,273.45
2389.0,10.9,1.0,7.0,7.4,349.79
3788.0,8.7,2.0,3.2,5.5,421.43
2837.0,2.4,2.0,5.7,8.5,436.93
1624.0,6.0,2.0,11.9,8.7,318.42
1161.0,8.5,3.5,7.6,8.2,376.61
5000.0,1.4,3.0,3.6,7.9,620.43
1851.0,3.7,2.5,5.0,4.3,308.49
1818.0,13.7,2.5,3.8,8.7,374.0
1791.0,20.0,2.0,4.4,6.5,304.73
1957.0,50.0,3.5,5.9,7.4,386.92
1707.0,40.6,2.5,1.3,7.9,334.37
1437.0,15.4,2.5,1.0,8.1,334.28
1453.0,8.2,3.0,2.3,5.2,327.95
1785.0,15.2,1.5,7.3,8.4,355.06
1455.0,23.1,3.0,8.0,6.6,291.88
1359.0,1.9,1.5,8.8,7.5,295.73
1887.0,7.9,2.0,2.4,6.5,307.89
1633.0,27.5,2.0,5.4,8.4,340.68
3300.0,7.3,4.0,3.7,9.0,548.98
626.0,12.7,3.0,4.5,7.3,245.36
2798.0,13.3,2.5,3.6,6.7,402.62
2976.0,3.1,2.5,6.1,8.3,477.46
789.0,6.7,2.0,2.8,5.6,240.63
1576.0,6.1,3.5,11.0,8.3,394.43
1558.0,0.4,2.0,11.1,8.7,361.15
1030.0,0.4,2.0,7.1,6.9,310.07
1325.0,26.7,1.5,10.2,8.9,268.65
1160.0,4.8,2.5,1.3,8.5,331.59
3644.0,10.9,2.5,11.5,7.1,435.04
2629.0,5.3,2.0,6.6,5.2,325.01
3007.0,42.4,1.0,3.0,5.4,315.56
2413.0,4.5,3.0,2.7,8.1,452.22
1151.0,8.4,1.0,14.2,8.6,274.25
1466.0,30.9,2.5,8.9,6.7,297.76
2199.0,27.7,4.0,4.4,7.1,432.53
1109.0,3.1,2.0,1.3,7.8,313.37
2405.0,24.3,1.5,11.9,8.7,345.26
1642.0,9.2,2.5,1.8,7.3,335.83
1556.0,9.9,3.0,3.7,9.5,389.71
2403.0,2.1,2.0,4.4,8.2,405.61
2160.0,1.3,3.5,2.7,4.9,403.95
1565.0,19.5,1.0,4.3,7.6,279.08
2875.0,10.3,2.0,5.0,8.3,407.76
1173.0,8.6,2.5,4.2,7.2,345.67
2313.0,19.6,3.0,6.3,6.8,391.45
2292.0,21.8,1.5,14.5,3.9,265.02
1597.0,2.6,3.0,1.3,6.6,361.61
2060.0,14.1,2.0,5.6,6.4,313.45
1096.0,2.2,2.0,1.8,7.1,293.22
2617.0,20.9,1.0,1.2,6.8,347.89
1679.0,16.0,3.0,9.7,8.0,327.8
1467.0,47.1,1.5,6.0,4.3,190.63
2751.0,1.1,2.0,1.1,9.3,452.22
1364.0,0.9,1.5,4.3,8.1,323.08
1029.0,5.0,3.0,2.3,9.0,343.83
970.0,4.6,2.5,4.4,6.4,299.61
2304.0,4.3,2.5,8.2,8.2,377.77
1083.0,35.5,1.5,7.6,7.7,230.32
3648.0,4.3,2.5,3.6,6.6,475.47
786.0,4.8,2.0,10.0,6.1,233.5
3564.0,21.4,3.0,12.6,6.2,442.05
1967.0,9.0,3.5,8.3,7.3,430.1
1739.0,22.5,1.0,3.1,6.2,259.62
1454.0,1.0,2.5,4.5,9.5,378.9
2121.0,10.0,1.0,14.2,7.7,316.29
1781.0,0.5,2.0,3.9,3.5,260.18
2811.0,1.0,1.5,7.6,6.5,376.51
1893.0,35.5,2.0,2.7,6.9,324.27
1920.0,2.2,2.0,10.0,6.6,340.93
1563.0,11.4,2.5,2.4,9.3,372.68
1767.0,7.9,2.0,4.7,7.9,331.0
2045.0,6.4,2.5,7.4,6.9,344.82
912.0,34.5,2.0,16.2,7.3,247.45
1054.0,0.3,1.0,5.9,6.4,253.84
2434.0,16.4,2.5,4.1,7.9,395.24
1936.0,49.6,1.5,3.8,6.6,289.41
1680.0,12.3,2.0,9.7,8.6,351.84
1821.0,41.4,2.5,7.0,6.5,321.77
2078.0,0.8,2.0,8.1,7.0,341.61
1457.0,8.1,1.0,13.6,6.9,245.85
1324.0,4.5,2.0,5.2,8.1,321.7
1955.0,19.7,3.5,6.7,9.0,418.91
1222.0,50.0,2.5,3.8,7.2,271.24
2129.0,4.4,2.5,2.6,7.4,397.71
915.0,15.9,2.5,3.0,9.0,300.15
2729.0,3.3,1.5,0.5,7.7,407.21
2184.0,12.5,2.0,7.4,6.3,337.22
2003.0,9.4,2.5,6.8,7.0,343.8
2679.0,50.0,1.0,7.3,8.8,384.76
3520.0,14.1,1.5,2.4,6.3,382.65
2713.0,6.5,1.5,3.1,7.7,397.1
866.0,1.8,2.0,3.0,7.3,298.4
1084.0,2.5,4.0,10.7,7.2,355.62
1408.0,3.8,1.0,5.8,9.1,307.87
1827.0,4.3,2.0,5.2,5.3,319.41
2224.0,28.5,1.5,8.6,7.3,336.9
1352.0,12.4,4.0,3.0,6.9,380.6
1948.0,11.1,1.0,6.5,9.0,326.52
1337.0,1.8,2.0,17.6,6.8,306.63
1416.0,29.5,2.5,11.8,8.8,334.43
1030.0,19.2,2.5,6.5,8.5,273.94
1250.0,1.1,2.0,5.3,5.5,262.72
1053.0,18.5,2.0,7.2,6.8,252.66
1224.0,11.8,2.0,13.0,6.4,267.1
2756.0,1.3,1.5,12.4,7.3,383.18
1237.0,9.2,1.5,14.4,6.1,252.5
5000.0,9.9,2.0,6.0,5.0,433.84
2202.0,2.7,1.5,0.5,9.0,367.71
1947.0,43.7,1.5,16.8,6.8,273.68
1283.0,28.5,2.5,2.6,8.7,318.64
2393.0,16.6,3.5,8.5,5.5,379.47
1436.0,9.3,2.5,0.5,8.6,335.36
1898.0,8.0,1.0,5.1,7.4,285.01
5000.0,15.8,1.0,3.9,6.6,453.21
1740.0,11.8,3.5,14.4,7.8,396.98
2863.0,1.0,1.5,6.5,6.2,398.22
1365.0,10.8,1.0,5.1,8.8,310.19
1783.0,24.6,2.0,7.1,7.8,304.45
3671.0,9.2,2.5,0.5,6.3,431.13
1407.0,0.8,2.5,2.9,7.0,348.52
3733.0,23.1,1.5,3.3,7.4,431.16
2400.0,3.4,1.0,7.9,6.9,348.46
1444.0,4.5,3.5,2.1,9.0,379.99
2328.0,2.7,1.5,5.8,8.6,372.48
2668.0,6.0,2.5,4.7,9.0,439.57
2319.0,21.2,2.5,3.1,7.5,381.53
965.0,11.0,2.5,3.3,7.1,289.77
1352.0,3.4,2.0,4.7,4.6,265.38
1638.0,31.5,1.5,0.7,5.8,275.32
1755.0,31.8,2.0,8.7,7.3,301.83
2318.0,30.7,3.0,2.5,7.9,410.09
1941.0,4.1,3.5,4.1,6.5,404.15
1060.0,9.0,1.0,14.1,7.8,245.92
2105.0,50.0,1.5,8.8,6.7,288.41
2308.0,22.2,3.5,1.7,6.7,410.98
2262.0,0.4,2.5,0.5,5.5,391.58
2786.0,1.0,3.0,7.3,8.7,482.63
2524.0,9.4,1.5,4.2,6.9,358.19
2173.0,36.0,2.0,5.8,7.3,350.38
1758.0,11.6,2.5,8.6,5.4,304.35
930.0,10.3,2.5,9.6,7.0,255.84
2147.0,1.7,2.0,3.6,5.2,346.58
1965.0,16.0,1.0,4.6,8.2,301.76
2016.0,25.9,2.0,6.7,8.0,319.96
1085.0,7.2,1.5,7.0,6.1,245.52
1173.0,22.4,2.0,5.8,5.8,250.32
2755.0,50.0,3.5,13.1,9.8,452.47
1780.0,3.4,2.0,6.9,6.4,312.96
2375.0,11.1,3.0,8.5,7.7,395.15
1829.0,5.1,1.5,6.2,8.3,330.13
1830.0,23.6,2.5,2.1,6.2,334.46
2632.0,12.9,4.0,2.9,9.0,519.65
1471.0,15.1,1.0,1.7,5.9,256.47
1879.0,24.0,1.0,10.3,6.5,265.32
1503.0,7.6,2.0,1.1,7.3,297.72
1520.0,37.0,1.0,4.5,6.4,269.67
1598.0,11.4,2.5,3.7,9.0,366.59
1976.0,2.6,3.5,3.6,5.0,370.38
1493.0,17.9,2.0,3.9,7.0,302.74
2988.0,23.6,1.5,14.7,9.0,398.64
1264.0,5.7,2.0,0.6,6.1,282.68
1678.0,29.2,2.5,12.0,8.0,329.88
1516.0,35.5,1.0,4.2,4.6,208.36
3225.0,4.9,2.0,9.1,5.2,367.05
1956.0,50.0,2.5,5.3,7.6,337.11
2732.0,2.3,2.5,1.8,5.6,386.45
998.0,3.4,1.5,12.8,7.1,262.47
2012.0,3.1,2.5,11.5,6.6,380.26
2581.0,33.7,1.0,2.0,9.0,363.49
1869.0,15.9,1.5,7.7,6.8,271.6
2769.0,2.5,3.0,3.0,7.1,413.97
1470.0,8.7,2.5,1.1,7.8,337.37
3177.0,14.3,1.0,2.5,6.5,359.86
4535.0,1.3,1.5,12.3,7.9,504.37
1564.0,32.1,1.5,9.3,9.1,304.26
1513.0,24.4,1.5,3.9,5.9,232.6
3234.0,10.6,1.5,12.3,7.3,364.06
3401.0,50.0,1.0,10.9,5.9,342.98
1467.0,8.1,2.0,2.6,3.8,253.73
1528.0,50.0,2.5,14.3,6.4,269.85
1615.0,16.5,2.5,3.7,8.6,322.36
1056.0,15.1,2.5,4.1,7.4,291.28
1252.0,2.7,1.0,0.7,4.7,267.82
1210.0,32.0,3.5,3.0,8.3,354.71
1330.0,8.4,3.0,4.5,8.7,343.69
1783.0,2.7,3.0,6.3,6.4,363.31
1986.0,0.2,3.0,1.8,4.8,352.88
3362.0,12.3,3.5,2.7,6.3,483.13
1213.0,11.2,2.0,14.5,8.2,285.75
2680.0,19.1,1.5,10.4,6.1,301.51
1660.0,33.1,2.5,11.7,7.6,309.1
1773.0,1.2,2.5,4.8,8.3,389.44
2368.0,19.7,2.5,6.4,7.6,369.34
1154.0,3.1,2.0,7.8,7.3,283.65
2107.0,29.3,1.0,14.4,8.1,293.12
1933.0,25.6,2.0,1.1,5.1,300.34
2202.0,11.7,3.5,3.3,4.4,355.24
2030.0,18.6,2.0,6.0,6.6,285.17
4828.0,5.7,2.0,5.3,7.0,492.82
1401.0,9.6,1.5,2.6,7.5,305.71
1462.0,25.9,2.0,7.3,7.8,286.4
1409.0,9.2,3.0,3.4,6.8,358.96
1448.0,6.6,2.5,5.0,5.0,291.85
1401.0,10.2,2.5,7.1,8.0,327.25
2909.0,26.4,2.0,3.5,5.9,353.39
3191.0,6.1,2.5,8.7,6.4,410.8
1439.0,2.9,1.5,9.9,4.7,248.34
1296.0,18.7,2.5,2.7,5.7,272.21
2183.0,26.2,2.0,3.3,5.6,316.48
1450.0,1.6,2.0,2.1,5.1,278.0
2329.0,4.1,2.5,5.0,5.3,335.19
1961.0,2.3,3.5,6.3,8.1,415.38
986.0,6.4,1.0,3.8,7.1,274.78
3358.0,9.0,3.0,6.2,6.1,442.2
3708.0,20.7,1.5,3.3,6.1,396.51
1415.0,15.8,2.0,3.4,8.0,289.51
1548.0,14.6,1.0,6.5,5.7,258.28
2027.0,6.5,2.0,3.6,7.6,352.34
2067.0,27.6,2.0,4.8,8.3,350.31
2353.0,9.6,1.0,6.7,8.7,347.43
4040.0,50.0,2.0,6.1,5.6,395.17
1684.0,15.1,3.5,3.3,5.8,348.44
1314.0,2.0,1.0,10.6,7.5,269.98
1041.0,16.9,2.5,7.6,8.0,296.34
1350.0,5.9,2.0,6.0,6.5,261.77
1784.0,17.4,2.5,1.9,4.3,297.88
3706.0,1.1,1.5,5.4,6.9,451.68
1470.0,2.9,1.5,2.9,5.8,269.26
1977.0,29.0,1.5,7.2,8.1,306.77
1796.0,3.9,1.0,0.5,8.8,349.41
2908.0,27.2,1.5,4.1,6.3,352.18
4968.0,4.9,2.5,3.2,6.3,508.15
1462.0,15.4,3.0,8.8,7.0,331.37
1487.0,17.8,3.0,0.7,8.0,385.04
2745.0,10.8,2.5,5.2,6.6,380.32
2375.0,5.5,1.0,7.5,8.8,346.13
3785.0,3.6,1.5,16.2,5.6,405.96
2284.0,0.5,2.0,3.4,7.4,417.04
1566.0,5.4,1.5,6.4,8.7,329.56
2290.0,15.9,2.0,0.8,7.1,343.01
2817.0,41.8,2.0,5.0,6.6,353.2
2510.0,30.7,2.0,11.1,4.8,282.59
2215.0,21.8,2.0,16.3,8.3,359.24
2770.0,23.3,3.0,6.8,7.6,398.21
2886.0,16.4,2.5,1.1,6.5,394.65
3143.0,4.5,2.0,12.3,9.6,445.38
2344.0,35.7,3.5,1.1,7.9,432.64
1691.0,16.7,3.5,1.7,7.1,375.28
1917.0,12.3,2.0,13.0,7.2,322.37
2930.0,1.8,2.0,4.7,7.7,426.25
1304.0,8.9,2.0,3.0,6.3,263.55
2095.0,9.3,3.5,8.2,5.1,376.63
1545.0,30.0,3.0,5.7,8.3,346.08
1829.0,11.9,1.0,10.4,7.1,275.71
3015.0,7.2,2.0,5.9,5.8,406.53
1952.0,50.0,2.0,6.0,7.1,314.25
1842.0,1.8,2.0,10.2,5.1,301.39
1049.0,8.2,1.5,4.7,8.4,295.39
2437.0,0.6,3.0,2.3,8.6,493.8
2341.0,20.2,2.5,8.6,7.8,371.33
4295.0,37.5,3.0,4.0,5.9,465.43
1599.0,4.9,3.0,6.2,6.1,323.11
1974.0,29.3,2.5,0.6,8.2,366.77
1998.0,5.2,2.0,4.5,8.1,359.15
3398.0,36.2,2.5,3.2,9.3,473.66
1740.0,21.0,1.5,0.5,7.2,313.11
2022.0,24.5,2.5,4.6,6.8,345.23
2306.0,0.3,1.5,4.7,8.2,397.67
1948.0,49.4,2.5,6.5,7.8,318.57
1512.0,19.5,1.5,11.0,8.3,276.64
1954.0,5.5,1.0,9.8,6.2,285.61
2778.0,26.5,1.5,3.4,8.4,380.78
1199.0,5.0,1.0,5.8,3.7,224.11
1907.0,30.9,2.5,7.2,7.3,313.54
1366.0,1.8,2.5,3.5,8.1,342.44
2916.0,18.2,2.0,1.2,6.4,392.97
983.0,11.7,1.5,4.2,6.3,228.46
1446.0,1.5,1.0,11.3,8.8,321.81
2103.0,4.2,1.0,1.1,5.5,307.94
3382.0,0.2,1.5,2.1,7.2,450.12
1761.0,9.5,3.0,2.5,5.7,337.12
1448.0,5.4,1.5,2.1,6.9,303.89
3837.0,13.7,2.0,8.2,6.2,389.82
1013.0,5.3,1.0,2.9,9.1,275.44
750.0,5.3,1.5,8.4,6.1,218.81
2156.0,20.4,2.0,5.2,5.6,315.01
1479.0,0.7,2.5,0.8,7.7,388.45
1202.0,35.0,1.5,3.6,7.0,241.08
2400.0,28.7,1.0,10.0,6.4,324.21
1993.0,16.5,2.0,5.6,6.3,302.11
1443.0,13.5,1.5,3.8,7.3,303.26
1083.0,33.4,1.5,11.4,6.1,226.71
2563.0,3.1,3.5,1.9,7.9,460.7
2345.0,1.2,2.5,3.0,7.7,418.89
1738.0,4.1,2.0,9.4,7.6,330.96
3784.0,23.7,2.0,8.1,6.8,426.02
1178.0,0.5,2.0,1.7,7.0,308.3
982.0,13.1,2.0,7.1,6.8,243.81
1371.0,50.0,2.5,2.9,7.4,315.3
1775.0,29.0,2.5,0.5,3.3,269.08
1993.0,11.1,1.5,3.9,6.6,324.45
1642.0,1.0,2.0,17.0,6.9,318.29
2081.0,26.7,2.0,10.1,6.3,330.53
1096.0,13.7,3.0,4.8,8.9,322.37
3221.0,1.8,2.5,1.0,6.1,427.24
1750.0,1.5,2.0,0.5,6.1,359.51
2827.0,36.1,1.0,5.2,6.7,328.81
2074.0,16.6,2.5,6.7,7.8,384.82
2170.0,26.5,1.0,8.3,7.4,322.68
2271.0,31.7,2.0,7.7,5.9,307.4
2163.0,12.7,1.0,8.1,6.5,275.59
2338.0,10.9,2.5,6.1,8.7,401.69
3077.0,8.4,1.5,11.2,7.5,391.93
1956.0,5.7,2.0,3.2,6.7,353.14
2401.0,8.6,3.0,5.1,6.8,420.42
1744.0,22.3,1.5,0.8,7.5,300.75
3216.0,13.8,2.0,3.2,5.9,393.89
1379.0,33.5,2.0,9.9,6.8,274.78
3716.0,8.8,1.0,7.9,4.3,361.34
1779.0,14.0,2.5,0.5,6.1,337.28
1020.0,15.0,1.0,17.8,8.9,219.76
1903.0,13.4,2.0,5.6,5.4,290.83
1377.0,18.2,2.0,5.7,2.6,191.67
2531.0,4.1,2.5,3.0,4.6,350.12
1393.0,10.8,2.5,3.6,5.1,294.25
1513.0,1.7,1.5,5.6,7.1,312.08
849.0,7.3,1.0,7.6,4.5,203.99
1509.0,10.0,2.5,6.4,8.5,345.0
686.0,15.8,2.0,3.2,6.0,194.88
960.0,45.1,3.0,2.3,7.6,251.89
2451.0,13.8,3.0,2.1,5.5,376.93
2476.0,20.4,3.0,10.5,8.2,406.78
2143.0,10.6,2.0,9.6,7.6,332.24
1228.0,15.1,2.0,7.1,6.8,240.69
1774.0,1.1,2.5,10.4,5.3,313.76
1805.0,4.4,2.0,4.5,6.9,326.81
1138.0,6.7,1.5,9.0,4.9,234.66
3299.0,9.6,3.0,7.4,8.2,477.44
2568.0,0.7,3.0,9.2,6.7,449.64
1655.0,2.3,2.0,1.9,8.0,336.47
1828.0,4.9,1.0,6.1,4.0,266.04
1965.0,50.0,2.0,3.8,8.3,333.98
799.0,6.0,3.0,0.5,7.7,323.02
1638.0,9.9,3.5,11.6,7.4,367.36
1376.0,3.3,1.5,9.6,5.6,277.37
1211.0,14.2,1.0,6.5,7.1,251.73
1616.0,4.9,3.0,2.4,7.4,358.32
3711.0,3.5,2.0,0.8,7.6,473.01
2336.0,10.9,2.0,0.5,6.7,357.9
1439.0,0.1,3.5,3.1,5.9,387.9
2273.0,0.1,1.0,8.2,5.0,301.29
